Success and Size Change Overview for bRepair for each subject. Empty values mean untested.
File Name,Format,Size Corrupted,INI Success,INI Size,cJSON Success,cJSON Size,SExpParser Success,SExpParser Size,TinyC Success,TinyC Size
/testfiles/ini-invalid-mult/34156eb2bb344d33a1e3c3fd7343ebb0.ini,INI,601,true,602,,,,,,
/testfiles/ini-invalid-mult/35a62177fd524cb794c91a6a6f760c28.ini,INI,544,true,545,,,,,,
/testfiles/ini-invalid-mult/3bb4d88e43a0492cab0cbb544fa8aca2.ini,INI,765,true,774,,,,,,
/testfiles/ini-invalid-mult/4269915eb132401bb97b2db3a8b8f6d4.ini,INI,66,true,67,,,,,,
/testfiles/ini-invalid-mult/43d41527a7de4b3a9167afb780d2d677.ini,INI,1376,true,1397,,,,,,
/testfiles/ini-invalid-mult/44781a384cf14d95abec149a000f3403.ini,INI,276,true,277,,,,,,
/testfiles/ini-invalid-mult/4932e254b68b4d25908eeffeb7866e38.ini,INI,24,true,25,,,,,,
/testfiles/ini-invalid-mult/4bec67f1c14249c8aeec9b2e7aee293f.ini,INI,822,true,823,,,,,,
/testfiles/ini-invalid-mult/4ff53a02ba134bc3aa892daa55b9bfe3.ini,INI,44,true,46,,,,,,
/testfiles/ini-invalid-mult/507f98b2c58047eaaa2b2b7420b4c8aa.ini,INI,45,true,48,,,,,,
/testfiles/ini-invalid-mult/51c7eecba3c54a9c90bbfbc808db3c26.ini,INI,77,true,78,,,,,,
/testfiles/ini-invalid-mult/54a80bdc3ecc41569f798aa786c58fb1.ini,INI,404,true,405,,,,,,
/testfiles/ini-invalid-mult/54acb241c87e4014b1fd59bb9cde707e.ini,INI,840,true,841,,,,,,
/testfiles/ini-invalid-mult/59a8685104584a2c9df4200876f4796b.ini,INI,46,true,48,,,,,,
/testfiles/ini-invalid-mult/5b0696535a464ab1ba0315a25ded5566.ini,INI,649,true,650,,,,,,
/testfiles/ini-invalid-mult/5b0a05b5a23942c681c87f3162a031fa.ini,INI,1204,true,1225,,,,,,
/testfiles/ini-invalid-mult/5f69c3fa7bfc41f89c316f0b467b2e8b.ini,INI,59,true,60,,,,,,
/testfiles/ini-invalid-mult/650b74f71bec4e2391dc331481e5fb14.ini,INI,418,true,419,,,,,,
/testfiles/ini-invalid-mult/6525efe77abe45ab90286870fba59ef9.ini,INI,755,true,756,,,,,,
/testfiles/ini-invalid-mult/65f8a36b4c7341d387e8fc3a2bc87b4f.ini,INI,188,true,189,,,,,,
/testfiles/ini-invalid-mult/6bbf163a7b7d4fcc93c265663502cfb3.ini,INI,152,true,154,,,,,,
/testfiles/ini-invalid-mult/6cf54ba20f6c49438fcfab030c5e9db5.ini,INI,117,true,118,,,,,,
/testfiles/ini-invalid-mult/7010be0e664d4c91aa92815c09db3f1d.ini,INI,613,true,614,,,,,,
/testfiles/ini-invalid-mult/716ee960c13a4bd0a754d05c4e27b2dd.ini,INI,221,true,222,,,,,,
/testfiles/ini-invalid-mult/71ace347216246d1a65dcfbc400a3785.ini,INI,73,true,74,,,,,,
/testfiles/ini-invalid-mult/75822dd358784dc686cca39493271d41.ini,INI,462,true,479,,,,,,
/testfiles/ini-invalid-mult/78834115320e49918c376d5109a684a5.ini,INI,247,true,248,,,,,,
/testfiles/ini-invalid-mult/8983ac67661a4c1493ec0bdd06a4e0e1.ini,INI,398,true,398,,,,,,
/testfiles/ini-invalid-mult/95c0e7f4c98b40ca9c99c100fd324cfc.ini,INI,45,true,47,,,,,,
/testfiles/ini-invalid-mult/a151d5f6a1014242ba88bdffe555d347.ini,INI,55,true,64,,,,,,
/testfiles/ini-invalid-mult/d2aa86baed034368a3dd64f191428b26.ini,INI,592,true,594,,,,,,
/testfiles/ini-invalid-single/02aaf66820894d1b833271da95740b64.ini,INI,611,true,612,,,,,,
/testfiles/ini-invalid-single/03d9d18ef6004208abcb3c7f02710d40.ini,INI,63,true,64,,,,,,
/testfiles/ini-invalid-single/04b78aa09feb4986a5081572e6177328.ini,INI,660,true,660,,,,,,
/testfiles/ini-invalid-single/05606e4eb3d84e2cbb626a16d9946ddb.ini,INI,63,true,64,,,,,,
/testfiles/ini-invalid-single/0af5a86b599e487f9cb008cec87d9c3f.ini,INI,127,true,128,,,,,,
/testfiles/ini-invalid-single/11b22fcb485f4a5291f05eccaa576823.ini,INI,106,true,107,,,,,,
/testfiles/ini-invalid-single/15027701cec74115ac3b0b7857520ae5.ini,INI,819,true,820,,,,,,
/testfiles/ini-invalid-single/15e85720f2504b5bad79116e2b76b1b1.ini,INI,365,true,366,,,,,,
/testfiles/ini-invalid-single/17397f8878cf48938d91fa9dc2f7e220.ini,INI,104,true,105,,,,,,
/testfiles/ini-invalid-single/1a2a89f9637047f3af9d4821a3026622.ini,INI,667,true,668,,,,,,
/testfiles/ini-invalid-single/1a748ad35c4e433ca33698872f10bcf0.ini,INI,235,true,236,,,,,,
/testfiles/ini-invalid-single/1e977052ac3845068e0482fd6900b05d.ini,INI,149,true,151,,,,,,
/testfiles/ini-invalid-single/21cb41024aa04ab5b7a72f1c3015cbc1.ini,INI,161,true,162,,,,,,
/testfiles/ini-invalid-single/248d59e5d5c544d3b3e5fde86ae32fab.ini,INI,391,true,392,,,,,,
/testfiles/ini-invalid-single/2679f986d5e9442dbf5d87671df76cbe.ini,INI,30,true,31,,,,,,
/testfiles/ini-invalid-single/26b98eab60ba454dad5c456316161247.ini,INI,487,true,488,,,,,,
/testfiles/ini-invalid-single/27d46c1be9344fa1b0ed55137f8be636.ini,INI,489,true,490,,,,,,
/testfiles/ini-invalid-single/334a4fd72a184ffe8fd43c9d26a4048e.ini,INI,456,true,457,,,,,,
/testfiles/ini-invalid-single/341449945dc446c3b73c5e072851c62d.ini,INI,711,true,712,,,,,,
/testfiles/ini-invalid-single/34156eb2bb344d33a1e3c3fd7343ebb0.ini,INI,613,true,614,,,,,,
/testfiles/ini-invalid-single/35a62177fd524cb794c91a6a6f760c28.ini,INI,541,true,542,,,,,,
/testfiles/ini-invalid-single/3bb4d88e43a0492cab0cbb544fa8aca2.ini,INI,765,true,774,,,,,,
/testfiles/ini-invalid-single/4269915eb132401bb97b2db3a8b8f6d4.ini,INI,74,true,75,,,,,,
/testfiles/ini-invalid-single/43d41527a7de4b3a9167afb780d2d677.ini,INI,1369,true,1370,,,,,,
/testfiles/ini-invalid-single/44781a384cf14d95abec149a000f3403.ini,INI,281,true,282,,,,,,
/testfiles/ini-invalid-single/4932e254b68b4d25908eeffeb7866e38.ini,INI,25,true,26,,,,,,
/testfiles/ini-invalid-single/4bec67f1c14249c8aeec9b2e7aee293f.ini,INI,834,true,835,,,,,,
/testfiles/ini-invalid-single/4ff53a02ba134bc3aa892daa55b9bfe3.ini,INI,42,true,43,,,,,,
/testfiles/ini-invalid-single/507f98b2c58047eaaa2b2b7420b4c8aa.ini,INI,33,true,33,,,,,,
/testfiles/ini-invalid-single/51c7eecba3c54a9c90bbfbc808db3c26.ini,INI,75,true,76,,,,,,
/testfiles/ini-invalid-single/54a80bdc3ecc41569f798aa786c58fb1.ini,INI,393,true,394,,,,,,
/testfiles/ini-invalid-single/54acb241c87e4014b1fd59bb9cde707e.ini,INI,840,true,841,,,,,,
/testfiles/ini-invalid-single/59a8685104584a2c9df4200876f4796b.ini,INI,44,true,45,,,,,,
/testfiles/ini-invalid-single/5b0696535a464ab1ba0315a25ded5566.ini,INI,655,true,655,,,,,,
/testfiles/ini-invalid-single/5b0a05b5a23942c681c87f3162a031fa.ini,INI,1193,true,1194,,,,,,
/testfiles/ini-invalid-single/5f69c3fa7bfc41f89c316f0b467b2e8b.ini,INI,51,true,52,,,,,,
/testfiles/ini-invalid-single/650b74f71bec4e2391dc331481e5fb14.ini,INI,430,true,431,,,,,,
/testfiles/ini-invalid-single/6525efe77abe45ab90286870fba59ef9.ini,INI,765,true,766,,,,,,
/testfiles/ini-invalid-single/65f8a36b4c7341d387e8fc3a2bc87b4f.ini,INI,180,true,181,,,,,,
/testfiles/ini-invalid-single/6bbf163a7b7d4fcc93c265663502cfb3.ini,INI,151,true,152,,,,,,
/testfiles/ini-invalid-single/6cf54ba20f6c49438fcfab030c5e9db5.ini,INI,101,true,102,,,,,,
/testfiles/ini-invalid-single/7010be0e664d4c91aa92815c09db3f1d.ini,INI,611,true,612,,,,,,
/testfiles/ini-invalid-single/716ee960c13a4bd0a754d05c4e27b2dd.ini,INI,214,true,215,,,,,,
/testfiles/ini-invalid-single/71ace347216246d1a65dcfbc400a3785.ini,INI,75,true,76,,,,,,
/testfiles/ini-invalid-single/75822dd358784dc686cca39493271d41.ini,INI,457,true,458,,,,,,
/testfiles/ini-invalid-single/78834115320e49918c376d5109a684a5.ini,INI,250,true,251,,,,,,
/testfiles/ini-invalid-single/8983ac67661a4c1493ec0bdd06a4e0e1.ini,INI,384,true,521,,,,,,
/testfiles/ini-invalid-single/95c0e7f4c98b40ca9c99c100fd324cfc.ini,INI,57,true,58,,,,,,
/testfiles/ini-invalid-single/a151d5f6a1014242ba88bdffe555d347.ini,INI,44,true,51,,,,,,
/testfiles/ini-invalid-single/d2aa86baed034368a3dd64f191428b26.ini,INI,596,true,596,,,,,,
/testfiles/ini-invalid/04764e65915e4931ab1704b7557920c0.ini,INI,94772,true,94772,,,,,,
/testfiles/ini-invalid/08886baf8f8f41b0a42ebac7c672f8e8.ini,INI,189,true,190,,,,,,
/testfiles/ini-invalid/0f01517c98814fbe8f931c492c6a0fbe.ini,INI,16,true,17,,,,,,
/testfiles/ini-invalid/102810848728410eaa2926e982e3da81.ini,INI,50,true,51,,,,,,
/testfiles/ini-invalid/16524b2f5e33465d90d7ede55f788090.ini,INI,1969,false,,,,,,,
/testfiles/ini-invalid/1ca68fd56e444be4bb0b08ac2247c7a7.ini,INI,61,true,62,,,,,,
/testfiles/ini-invalid/1dad70d84bfb4596b2296fb4c82e1ef7.ini,INI,4422,true,4422,,,,,,
/testfiles/ini-invalid/1e00680767f24a269d8903776cf40a9e.ini,INI,41857,true,19929,,,,,,
/testfiles/ini-invalid/20a0b99cd2764501bdf5388be8f5bc8f.ini,INI,803,true,803,,,,,,
/testfiles/ini-invalid/2168b66ad1ac41d685876feb07f248a6.ini,INI,69,true,32,,,,,,
/testfiles/ini-invalid/22f5aae0472b4fd299fb17a1ab0e5446.ini,INI,62,true,63,,,,,,
/testfiles/ini-invalid/26a5a578e1e14510bd8ecff5ebff5363.ini,INI,191,true,192,,,,,,
/testfiles/ini-invalid/282de391b914459a93babb3b5aa991e7.ini,INI,19787,true,19787,,,,,,
/testfiles/ini-invalid/2f56e48b3d254b11af1781829435a491.ini,INI,1948,true,1948,,,,,,
/testfiles/ini-invalid/2fa5a2bf8a8341f98c059d197af640b2.ini,INI,5962,true,5962,,,,,,
/testfiles/ini-invalid/327b9b9dc29040c4bd8a6442a5c7ed2d.ini,INI,68,true,69,,,,,,
/testfiles/ini-invalid/33780e3b92c541c39f9854e4eab31923.ini,INI,14036,true,6542,,,,,,
/testfiles/ini-invalid/34cd2701a4f14671b0d5556536d57fab.ini,INI,50,true,51,,,,,,
/testfiles/ini-invalid/38437b051324451d9e66aa8523d98d5a.ini,INI,1378,true,1380,,,,,,
/testfiles/ini-invalid/396b6133aeeb4e5a87d34a908155edcc.ini,INI,5787,true,5787,,,,,,
/testfiles/ini-invalid/3b74a444352349328916504f97681103.ini,INI,195,true,198,,,,,,
/testfiles/ini-invalid/4473b36138f14f208728139231e13d53.ini,INI,118,true,119,,,,,,
/testfiles/ini-invalid/479d0752cbe94bd99a329f6738b3009c.ini,INI,20561,true,9646,,,,,,
/testfiles/ini-invalid/48efc6eb126541e4af834fa253f3ae42.ini,INI,1185,false,,,,,,,
/testfiles/ini-invalid/49c1489732b54d029f7be56e505b3ffb.ini,INI,352,true,354,,,,,,
/testfiles/ini-invalid/4b4abf06e0864b9195bca3daccb0f9af.ini,INI,212,true,213,,,,,,
/testfiles/ini-invalid/4fb3e32ec778440ba740770d29f38b3d.ini,INI,238,true,239,,,,,,
/testfiles/ini-invalid/5227364499d44eef89017fc867614c0a.ini,INI,37,true,38,,,,,,
/testfiles/ini-invalid/59f4a15848594056a675732528913835.ini,INI,3534,true,3534,,,,,,
/testfiles/ini-invalid/5d4b27ca12394f089f575f34b527a9b9.ini,INI,99,true,101,,,,,,
/testfiles/ini-invalid/61187accb8db4c7ca25d9de6b07a387c.ini,INI,284,false,,,,,,,
/testfiles/ini-invalid/62b3283f4e3d451b93ddb20a456d3f6b.ini,INI,61,true,62,,,,,,
/testfiles/ini-invalid/6374dff6bed8411f956393aa949c2ac2.ini,INI,52356,true,23883,,,,,,
/testfiles/ini-invalid/7368656aa83d493e817cf6f9f3c1c7b3.ini,INI,8,true,9,,,,,,
/testfiles/ini-invalid/7404821f097545b7a3fbd9fb06520c14.ini,INI,2575,true,2575,,,,,,
/testfiles/ini-invalid/74e224deb132400586d5c061364a9ac2.ini,INI,460,true,461,,,,,,
/testfiles/ini-invalid/772d9763e5f14cdf83a3e3e06d64b504.ini,INI,13830,true,13830,,,,,,
/testfiles/ini-invalid/7ea20fb9ca5e44c5a197c43a9d6f7ef3.ini,INI,3506,true,3506,,,,,,
/testfiles/ini-invalid/7f500e4d426c443cb9b6e24577f0212d.ini,INI,2244,false,,,,,,,
/testfiles/ini-invalid/844b47644dd0474ca19ee3f008ddbf37.ini,INI,579,true,581,,,,,,
/testfiles/ini-invalid/847d39f10b7c49e5995f3c990a576484.ini,INI,132,true,133,,,,,,
/testfiles/ini-invalid/8596a423f3234a2e9ad5c081ab3aa3fb.ini,INI,216,false,,,,,,,
/testfiles/ini-invalid/8d5b7c12498e4a4c9bd472c6940690a6.ini,INI,6570,true,6570,,,,,,
/testfiles/ini-invalid/8d87ec95ccbc45a6bc82df245508cd80.ini,INI,7551,true,7551,,,,,,
/testfiles/ini-invalid/8f390243353e42488fd623d4d1e626be.ini,INI,202,true,94,,,,,,
/testfiles/ini-invalid/911570f26e0445fab679c271852c0ae0.ini,INI,1417,true,1419,,,,,,
/testfiles/ini-invalid/91a794160a734d3c813e12c499d3493c.ini,INI,251,true,252,,,,,,
/testfiles/ini-invalid/922390da26ac442aa5003d3632559677.ini,INI,85,true,87,,,,,,
/testfiles/ini-invalid/92bcfd8cc82f4f17972689d8e4a60591.ini,INI,346,true,347,,,,,,
/testfiles/ini-invalid/92c7c6ae5af2412c91c3f7188ac601a7.ini,INI,18501,true,18502,,,,,,
/testfiles/ini-invalid/93e99a9ef1e045afb67057001089438b.ini,INI,41,true,42,,,,,,
/testfiles/ini-invalid/941abc9fafb44ed8a0a7a6a0935a62fd.ini,INI,16027,true,16027,,,,,,
/testfiles/ini-invalid/94a3b18d1b344ef5b26a9d223ae53fba.ini,INI,6010,false,,,,,,,
/testfiles/ini-invalid/9634a98b7a41407dbdaf03cf8bd74056.ini,INI,13,true,14,,,,,,
/testfiles/ini-invalid/965190f4836a40e89f06ce5133da95aa.ini,INI,466,true,467,,,,,,
/testfiles/ini-invalid/9c6601fc87f04c1c9b63d87cba40d45a.ini,INI,520,true,521,,,,,,
/testfiles/ini-invalid/9c66bf7ac2884e7298ca5dc96efc0521.ini,INI,196,true,89,,,,,,
/testfiles/ini-invalid/a028a1fc70bf44e8954b49ea2079e599.ini,INI,292,false,,,,,,,
/testfiles/ini-invalid/a2361ebdefa147eeb06a30f134f33393.ini,INI,52239,true,52239,,,,,,
/testfiles/ini-invalid/a31348c201ff43a6a604968204a9d8a7.ini,INI,108,true,109,,,,,,
/testfiles/ini-invalid/a5f0651048064af99adc2b7d0fd997b7.ini,INI,3962,true,3962,,,,,,
/testfiles/ini-invalid/aa007a540ad34b4da2c030ff7a3f1692.ini,INI,3369,true,3369,,,,,,
/testfiles/ini-invalid/aca95f84afc64f7c93888759cf71bc23.ini,INI,15510,true,7251,,,,,,
/testfiles/ini-invalid/ae475ca623e748b2af9d3337f23c2726.ini,INI,29285,false,,,,,,,
/testfiles/ini-invalid/aeae35a827904b8cb30907db3612c1f6.ini,INI,21458,true,9959,,,,,,
/testfiles/ini-invalid/b02ce30346ec42e19a98f005db7ec41f.ini,INI,9795,true,9795,,,,,,
/testfiles/ini-invalid/b0b652742413472a872d930f53071e48.ini,INI,22731,true,22735,,,,,,
/testfiles/ini-invalid/b1349132364d49af98c6097f52cce7be.ini,INI,118,true,119,,,,,,
/testfiles/ini-invalid/b150e6bc62ab485a83b95def02a49b4c.ini,INI,249,true,251,,,,,,
/testfiles/ini-invalid/b29f8ed7f9344b298d8f0033c577885d.ini,INI,192,true,195,,,,,,
/testfiles/ini-invalid/b2d50ca57ad74f03b5361e328af9740d.ini,INI,22,true,23,,,,,,
/testfiles/ini-invalid/b8ca2ea8f6af47b0ba5b5749cdb1956e.ini,INI,783,false,,,,,,,
/testfiles/ini-invalid/b9ee83210b9648c6babcdf46206b0abe.ini,INI,17736,true,8245,,,,,,
/testfiles/ini-invalid/c2ca2861460244769cebee38b8f3c554.ini,INI,25797,true,25798,,,,,,
/testfiles/ini-invalid/c3722dc6f3b54d22aa63e84ea2534f34.ini,INI,109,true,110,,,,,,
/testfiles/ini-invalid/c590f92b7f7747d2ab5d9b52f47b3f7c.ini,INI,4,true,5,,,,,,
/testfiles/ini-invalid/c59e8d8e75b34a4fad363931e7b79fcb.ini,INI,203,true,205,,,,,,
/testfiles/ini-invalid/c6adb4d4da0946e6908c260039780a30.ini,INI,69,true,32,,,,,,
/testfiles/ini-invalid/caed9f496e6c40789ec0e1ee2f06c4db.ini,INI,4185,true,4188,,,,,,
/testfiles/ini-invalid/cc5cd7e27af34182ad929ac4d5e7162d.ini,INI,16094,true,16094,,,,,,
/testfiles/ini-invalid/cdefebe268ab4cd3b3b4ec8469a5cd5c.ini,INI,839,true,839,,,,,,
/testfiles/ini-invalid/ced0e230088d49cfb266317685efdd57.ini,INI,246,true,248,,,,,,
/testfiles/ini-invalid/cee0c8dec6b344abb0f4419685016bd5.ini,INI,7270,true,7270,,,,,,
/testfiles/ini-invalid/cf60f47905fd410ab864aaea0f7807da.ini,INI,797,false,,,,,,,
/testfiles/ini-invalid/d7c3595d12f14cc381f413be6d1d38ac.ini,INI,30556,true,30557,,,,,,
/testfiles/ini-invalid/d7c7f85073134aa4a05327cd06be730c.ini,INI,140,true,141,,,,,,
/testfiles/ini-invalid/dce4da3038344ef5b9ad38315ed24f64.ini,INI,590,true,592,,,,,,
/testfiles/ini-invalid/e066ae1698064b1d9a9773cd9a043824.ini,INI,2246,true,2246,,,,,,
/testfiles/ini-invalid/e71694e0bede4c9a9dcf254f2ec5608c.ini,INI,50,true,51,,,,,,
/testfiles/ini-invalid/e7188ca963744abf8ebf5b292b15646e.ini,INI,3785,true,1762,,,,,,
/testfiles/ini-invalid/e99de5f990cb4030a0d3e5a4b62e44c6.ini,INI,68184,true,68184,,,,,,
/testfiles/ini-invalid/ea208c63c517425eabeca531b2285b0c.ini,INI,17,true,18,,,,,,
/testfiles/ini-invalid/eb801f66acf24002a6856069162d38ee.ini,INI,201,true,202,,,,,,
/testfiles/ini-invalid/ef826e93e287436a82e14036aac5ed65.ini,INI,46664,true,46664,,,,,,
/testfiles/ini-invalid/f60796b1aa5544b089d52f8c225aad84.ini,INI,14,true,15,,,,,,
/testfiles/ini-invalid/f7cde9ac5f9345ad9b94c013a6dc3333.ini,INI,15662,true,15662,,,,,,
/testfiles/ini-invalid/f8c87fc0d29e43adb07317fa2ec4cabe.ini,INI,266,true,268,,,,,,
/testfiles/ini-invalid/f8ccef3f096f45ae93c1914b569d0d63.ini,INI,2171,true,2171,,,,,,
/testfiles/ini-invalid/f9882f7a7f8e4dc8a6899c7f73de4d3a.ini,INI,10336,true,4840,,,,,,
/testfiles/ini-invalid/f9feca937d2b4626aca73b51f9a274ba.ini,INI,6369,true,6369,,,,,,
/testfiles/ini-invalid/fd793c950b954d4a991667cc0b59f152.ini,INI,54,true,55,,,,,,
/testfiles/json-invalid-mult/1116.json,JSON,25,,,true,24,,,,
/testfiles/json-invalid-mult/2014.json,JSON,1163,,,true,1165,,,,
/testfiles/json-invalid-mult/2092.json,JSON,37,,,false,,,,,
/testfiles/json-invalid-mult/2108.json,JSON,68,,,true,67,,,,
/testfiles/json-invalid-mult/2322.json,JSON,1250,,,true,1251,,,,
/testfiles/json-invalid-mult/2355.json,JSON,870,,,true,869,,,,
/testfiles/json-invalid-mult/2371.json,JSON,21,,,true,22,,,,
/testfiles/json-invalid-mult/2466.json,JSON,1572,,,true,1565,,,,
/testfiles/json-invalid-mult/2662.json,JSON,1687,,,false,,,,,
/testfiles/json-invalid-mult/2891.json,JSON,1109,,,true,1110,,,,
/testfiles/json-invalid-mult/3660.json,JSON,58,,,true,57,,,,
/testfiles/json-invalid-mult/3788.json,JSON,52,,,true,50,,,,
/testfiles/json-invalid-mult/3790.json,JSON,30,,,true,31,,,,
/testfiles/json-invalid-mult/4114.json,JSON,1591,,,true,1585,,,,
/testfiles/json-invalid-mult/4310.json,JSON,1038,,,true,1032,,,,
/testfiles/json-invalid-mult/4350.json,JSON,1965,,,true,1959,,,,
/testfiles/json-invalid-mult/4470.json,JSON,1066,,,true,1063,,,,
/testfiles/json-invalid-mult/4569.json,JSON,4501,,,true,4495,,,,
/testfiles/json-invalid-mult/4838.json,JSON,75,,,true,74,,,,
/testfiles/json-invalid-mult/5063.json,JSON,46,,,true,44,,,,
/testfiles/json-invalid-mult/5096.json,JSON,175,,,false,,,,,
/testfiles/json-invalid-mult/5200.json,JSON,369,,,true,374,,,,
/testfiles/json-invalid-mult/5206.json,JSON,201,,,true,194,,,,
/testfiles/json-invalid-mult/5851.json,JSON,235,,,true,233,,,,
/testfiles/json-invalid-mult/6188.json,JSON,1318,,,true,364,,,,
/testfiles/json-invalid-mult/6234.json,JSON,375,,,true,373,,,,
/testfiles/json-invalid-mult/6241.json,JSON,258,,,true,258,,,,
/testfiles/json-invalid-mult/6491.json,JSON,1478,,,true,1478,,,,
/testfiles/json-invalid-mult/6542.json,JSON,1521,,,true,1521,,,,
/testfiles/json-invalid-mult/6643.json,JSON,1641,,,true,1637,,,,
/testfiles/json-invalid-mult/6831.json,JSON,928,,,false,,,,,
/testfiles/json-invalid-mult/6964.json,JSON,22,,,true,22,,,,
/testfiles/json-invalid-mult/7021.json,JSON,4,,,true,2,,,,
/testfiles/json-invalid-mult/7278.json,JSON,255,,,true,258,,,,
/testfiles/json-invalid-mult/7364.json,JSON,62785,,,false,,,,,
/testfiles/json-invalid-mult/7576.json,JSON,498,,,true,503,,,,
/testfiles/json-invalid-mult/7616.json,JSON,1152,,,true,1150,,,,
/testfiles/json-invalid-mult/7714.json,JSON,311,,,true,310,,,,
/testfiles/json-invalid-mult/7753.json,JSON,26637,,,true,26634,,,,
/testfiles/json-invalid-mult/7823.json,JSON,1671,,,true,1671,,,,
/testfiles/json-invalid-mult/7875.json,JSON,55,,,true,54,,,,
/testfiles/json-invalid-mult/8161.json,JSON,20,,,true,25,,,,
/testfiles/json-invalid-mult/8216.json,JSON,164,,,true,163,,,,
/testfiles/json-invalid-mult/8240.json,JSON,36,,,true,41,,,,
/testfiles/json-invalid-mult/8345.json,JSON,63,,,true,64,,,,
/testfiles/json-invalid-mult/8396.json,JSON,137,,,true,138,,,,
/testfiles/json-invalid-mult/8516.json,JSON,30,,,true,29,,,,
/testfiles/json-invalid-mult/8714.json,JSON,191,,,true,193,,,,
/testfiles/json-invalid-mult/8772.json,JSON,326,,,true,241,,,,
/testfiles/json-invalid-mult/912.json,JSON,115,,,true,114,,,,
/testfiles/json-invalid-realworld/108.json,JSON,3,,,true,4,,,,
/testfiles/json-invalid-realworld/252.json,JSON,3048,,,true,3066,,,,
/testfiles/json-invalid-realworld/253.json,JSON,301,,,true,318,,,,
/testfiles/json-invalid-realworld/255.json,JSON,844,,,true,849,,,,
/testfiles/json-invalid-realworld/258.json,JSON,140,,,true,137,,,,
/testfiles/json-invalid-realworld/259.json,JSON,426,,,true,475,,,,
/testfiles/json-invalid-realworld/261.json,JSON,334,,,true,340,,,,
/testfiles/json-invalid-realworld/262.json,JSON,17,,,false,,,,,
/testfiles/json-invalid-realworld/263.json,JSON,107,,,false,,,,,
/testfiles/json-invalid-realworld/264.json,JSON,20,,,false,,,,,
/testfiles/json-invalid-realworld/277.json,JSON,3395,,,true,3687,,,,
/testfiles/json-invalid-realworld/278.json,JSON,1842,,,true,2093,,,,
/testfiles/json-invalid-realworld/279.json,JSON,199,,,true,204,,,,
/testfiles/json-invalid-realworld/280.json,JSON,56,,,true,26,,,,
/testfiles/json-invalid-realworld/285.json,JSON,3233,,,false,,,,,
/testfiles/json-invalid-realworld/294.json,JSON,20,,,false,,,,,
/testfiles/json-invalid-realworld/383.json,JSON,14,,,true,12,,,,
/testfiles/json-invalid-realworld/4960.json,JSON,595,,,true,609,,,,
/testfiles/json-invalid-realworld/4992.json,JSON,266,,,true,192,,,,
/testfiles/json-invalid-realworld/4995.json,JSON,233,,,true,237,,,,
/testfiles/json-invalid-realworld/5110.json,JSON,83,,,false,,,,,
/testfiles/json-invalid-realworld/5132.json,JSON,42,,,true,41,,,,
/testfiles/json-invalid-realworld/5147.json,JSON,8,,,true,8,,,,
/testfiles/json-invalid-realworld/5779.json,JSON,547,,,true,193,,,,
/testfiles/json-invalid-realworld/5783.json,JSON,409,,,true,415,,,,
/testfiles/json-invalid-realworld/5785.json,JSON,1025,,,true,1042,,,,
/testfiles/json-invalid-realworld/5899.json,JSON,15,,,false,,,,,
